Web Search interest: Manchester City F.C.
Worldwide Past 12 months

Interest over time
Week,Manchester City F.C.
Indonesia,5
Malaysia,3
South Africa,3
Singapore,3
Chile,3
United Arab Emirates,2
Kazakhstan,2
Lebanon,2
Australia,2
Qatar,2
Norway,2
Bangladesh,2
Kuwait,2
Vietnam,2
Bosnia & Herzegovina,2
Italy,1
Algeria,1
Belgium,1
Tunisia,1
Netherlands,1
New Zealand,1
Colombia,1
Bolivia,1
Pakistan,1
Egypt,1
Peru,1
Morocco,1
Denmark,1
Jordan,1
Saudi Arabia,1
India,1
Bulgaria,1
Spain,1
Hong Kong,1
Portugal,1
Sweden,1
Iraq,1
Ecuador,1
Ukraine,1
Switzerland,1
Croatia,1
Argentina,1
Thailand,1
Russia,1
Belarus,1
Canada,1
France,1
Austria,1
Israel,1
Greece,1
Venezuela,1
Serbia,1
Finland,1
Hungary,1
United States,1
Poland,1
Mexico,1
Germany,1
Brazil,1


Top cities for Manchester City F.C.
City,Manchester City F.C.
Nairobi (Kenya),100
Kampala (Uganda),69
Harare (Zimbabwe),59
Manchester (United Kingdom),57
Addis Ababa (Ethiopia),37
Lagos (Nigeria),33
Dar es Salaam (Tanzania),32
Accra (Ghana),26
Liverpool (United Kingdom),21
Birmingham (United Kingdom),18
London (United Kingdom),17
Leeds (United Kingdom),17
Jakarta (Indonesia),13
Dublin (Ireland),12
Surabaya (Indonesia),11



Top searches for Manchester City F.C.
city,100
man city,50
manchester,50
manchester city,50
chelsea,10
city chelsea,10
arsenal,10
manchester united,10
liverpool,5
chelsea man city,5
man city arsenal,5
chelsea manchester city,5
city vs chelsea,5
arsenal manchester city,5
barcelona manchester city,5
arsenal vs city,5
juventus,5
liverpool man city,5
manchester city fc,5
man utd,5
mancity,5
mcfc,5
man united,5
liverpool manchester city,5
manchester city juventus,5
barcelona man city,5
man city fixtures,0
epl,0
манчестер сити,0
man u,0
leicester city,0
tottenham,0
man city news,0
man city fc,0
city vs barca,0
chelsea fc,0
مانشستر سيتي,0
premier league table,0
man city score,0
man city results,0
manchester city f.c.,0
manchester city fixtures,0
arsenal fc,0
liverpool fc,0
manchester city news,0
aguero,0
epl table,0



Rising searches for Manchester City F.C.
de bruyne,Breakout
juve manchester city,+1,850%
manchester city f.c.,+650%
manchester city juventus,+650%
juventus,+600%
leicester city,+450%
logo manchester city,+60%
man u,+50%
epl table,+40%
man utd,+40%



